AdvantEdge -  TechEdge © 2026 - Polsat Media
Analysis:,Time
Time:,"26 August 2026, 11:54:31"
Period:,2024-01-01 - 2026-08-24,[24-27]
Targets:,"Poland OOH	Nat[Live +2 OOH]	A16-59	58,443%	-	19695053	4619"
------------------------------------

,,,Units,Target,Universe
,,,TRP (avgW),ATV,Share
,,,A16-59,A16-59,A16-59
Channel,Date,Time,Nat[Live +2 OOH],Nat[Live +2 OOH],Nat[Live +2 OOH]
TV PULS,2025-07-18,15:45:00,"0,333","0,050","2,330"
TV PULS,2025-07-18,16:00:00,"0,247","0,037","1,622"
TV PULS,2025-07-18,16:15:00,"0,318","0,048","2,006"
TV PULS,2025-07-18,16:30:00,"0,418","0,063","2,548"
TV PULS,2025-07-18,16:45:00,"0,461","0,069","2,757"
TV PULS,2025-07-18,17:00:00,"0,520","0,078","3,080"
TV PULS,2025-07-18,17:15:00,"0,571","0,086","3,246"
TV PULS,2025-07-18,17:30:00,"0,601","0,090","3,414"
TV PULS,2025-07-18,17:45:00,"0,533","0,080","3,020"
TV PULS,2025-07-18,18:00:00,"0,500","0,075","2,787"
TV PULS,2025-07-18,18:15:00,"0,689","0,103","3,751"
TV PULS,2025-07-18,18:30:00,"0,836","0,125","4,430"
TV PULS,2025-07-18,18:45:00,"0,837","0,126","4,217"
TV PULS,2025-07-18,19:00:00,"0,558","0,084","2,533"
TV PULS,2025-07-18,19:15:00,"0,452","0,068","2,039"
TV PULS,2025-07-18,19:30:00,"0,616","0,092","2,819"
TV PULS,2025-07-18,19:45:00,"0,609","0,091","2,685"
TV PULS,2025-07-18,20:00:00,"1,312","0,197","5,689"
TV PULS,2025-07-18,20:15:00,"1,105","0,166","4,723"
TV PULS,2025-07-18,20:30:00,"1,298","0,195","5,451"
TV PULS,2025-07-18,20:45:00,"1,509","0,226","6,036"
TV PULS,2025-07-18,21:00:00,"1,279","0,192","4,937"
TV PULS,2025-07-18,21:15:00,"1,279","0,192","4,806"
TV PULS,2025-07-18,21:30:00,"1,532","0,230","5,599"
TV PULS,2025-07-18,21:45:00,"1,662","0,249","6,105"
TV PULS,2025-07-18,22:00:00,"1,614","0,242","6,051"
TV PULS,2025-07-18,22:15:00,"1,363","0,204","5,317"
TV PULS,2025-07-18,22:30:00,"1,387","0,208","5,730"
TV PULS,2025-07-18,22:45:00,"1,548","0,232","6,846"
TV PULS,2025-07-18,23:00:00,"1,407","0,211","6,961"
TV PULS,2025-07-18,23:15:00,"1,462","0,219","8,244"
TV PULS,2025-07-18,23:30:00,"1,737","0,260","10,801"
TV PULS,2025-07-18,23:45:00,"1,645","0,247","11,293"
TV PULS,2025-07-18,24:00:00,"1,684","0,253","13,267"
TV PULS,2025-07-18,24:15:00,"1,065","0,160","9,940"
TV PULS,2025-07-18,24:30:00,"0,463","0,069","4,851"
TV PULS,2025-07-18,24:45:00,"0,369","0,055","4,348"
TV PULS,2025-07-18,25:00:00,"0,288","0,043","3,753"
TV PULS,2025-07-18,25:15:00,"0,332","0,050","4,701"
TV PULS,2025-07-18,25:30:00,"0,297","0,045","4,727"
TV PULS,2025-07-18,25:45:00,"0,240","0,036","4,353"
TV PULS,2025-07-19,02:00:00,"0,211","0,032","4,325"
TV PULS,2025-07-19,02:15:00,"0,139","0,021","3,296"
TV PULS,2025-07-19,02:30:00,"0,127","0,019","3,258"
TV PULS,2025-07-19,02:45:00,"0,164","0,025","4,402"
TV PULS,2025-07-19,03:00:00,"0,124","0,019","3,706"
TV PULS,2025-07-19,03:15:00,"0,130","0,019","4,163"
TV PULS,2025-07-19,03:30:00,"0,091","0,014","3,168"
TV PULS,2025-07-19,03:45:00,"0,055","0,008","2,059"
TV PULS,2025-07-19,04:00:00,"0,074","0,011","2,959"
TV PULS,2025-07-19,04:15:00,"0,042","0,006","1,790"
TV PULS,2025-07-19,04:30:00,"0,032","0,005","1,467"
TV PULS,2025-07-19,04:45:00,"0,022","0,003","1,049"
TV PULS,2025-07-19,05:00:00,"0,004","0,001","0,176"
TV PULS,2025-07-19,05:15:00,"0,000","0,000","0,000"
TV PULS,2025-07-19,05:30:00,"0,000","0,000","0,000"
TV PULS,2025-07-19,05:45:00,"0,012","0,002","0,556"
TV PULS,2025-07-19,06:00:00,"0,054","0,008","2,385"
TV PULS,2025-07-19,06:15:00,"0,056","0,008","2,375"
TV PULS,2025-07-19,06:30:00,"0,042","0,006","1,709"
TV PULS,2025-07-19,06:45:00,"0,124","0,019","3,746"
TV PULS,2025-07-19,07:00:00,"0,196","0,029","4,690"
TV PULS,2025-07-19,07:15:00,"0,215","0,032","4,566"
TV PULS,2025-07-19,07:30:00,"0,246","0,037","4,138"
TV PULS,2025-07-19,07:45:00,"0,318","0,048","4,531"
TV PULS,2025-07-19,08:00:00,"0,359","0,054","4,343"
TV PULS,2025-07-19,08:15:00,"0,255","0,038","2,777"
TV PULS,2025-07-19,08:30:00,"0,272","0,041","2,651"
TV PULS,2025-07-19,08:45:00,"0,375","0,056","3,276"
TV PULS,2025-07-19,09:00:00,"0,204","0,031","1,649"
TV PULS,2025-07-19,09:15:00,"0,283","0,042","2,093"
TV PULS,2025-07-19,09:30:00,"0,127","0,019","0,896"
TV PULS,2025-07-19,09:45:00,"0,100","0,015","0,709"
TV PULS,2025-07-19,10:00:00,"0,062","0,009","0,418"
TV PULS,2025-07-19,10:15:00,"0,037","0,006","0,246"
TV PULS,2025-07-19,10:30:00,"0,102","0,015","0,665"
TV PULS,2025-07-19,10:45:00,"0,267","0,040","1,718"
TV PULS,2025-07-19,11:00:00,"0,376","0,056","2,559"
TV PULS,2025-07-19,11:15:00,"0,507","0,076","3,507"
TV PULS,2025-07-19,11:30:00,"0,443","0,066","3,031"
TV PULS,2025-07-19,11:45:00,"0,321","0,048","2,172"
TV PULS,2025-07-19,12:00:00,"0,236","0,035","1,551"
TV PULS,2025-07-19,12:15:00,"0,197","0,030","1,259"
TV PULS,2025-07-19,12:30:00,"0,195","0,029","1,239"
TV PULS,2025-07-19,12:45:00,"0,278","0,042","1,759"
TV PULS,2025-07-19,13:00:00,"0,463","0,069","2,814"
TV PULS,2025-07-19,13:15:00,"0,572","0,086","3,531"
TV PULS,2025-07-19,13:30:00,"0,596","0,089","3,696"
TV PULS,2025-07-19,13:45:00,"0,334","0,050","2,021"
TV PULS,2025-07-19,14:00:00,"0,381","0,057","2,226"
TV PULS,2025-07-19,14:15:00,"0,535","0,080","3,122"
TV PULS,2025-07-19,14:30:00,"0,513","0,077","3,068"
TV PULS,2025-07-19,14:45:00,"0,444","0,067","2,622"
TV PULS,2025-07-19,15:00:00,"0,457","0,069","2,594"
TV PULS,2025-07-19,15:15:00,"0,601","0,090","3,387"
TV PULS,2025-07-19,15:30:00,"0,653","0,098","3,692"
TV PULS,2025-07-19,15:45:00,"0,718","0,108","4,089"
TV PULS,2025-07-19,16:00:00,"0,667","0,100","3,778"
TV PULS,2025-07-19,16:15:00,"0,648","0,097","3,705"
TV PULS,2025-07-19,16:30:00,"0,678","0,102","3,785"
TV PULS,2025-07-19,16:45:00,"0,880","0,132","4,856"
TV PULS,2025-07-19,17:00:00,"0,650","0,098","3,523"
TV PULS,2025-07-19,17:15:00,"0,716","0,107","3,839"
TV PULS,2025-07-19,17:30:00,"0,777","0,117","4,120"
TV PULS,2025-07-19,17:45:00,"0,762","0,114","4,036"
TV PULS,2025-07-19,18:00:00,"0,615","0,092","3,178"
TV PULS,2025-07-19,18:15:00,"0,547","0,082","2,714"
TV PULS,2025-07-19,18:30:00,"0,533","0,080","2,650"
TV PULS,2025-07-19,18:45:00,"0,753","0,113","3,662"
TV PULS,2025-07-19,19:00:00,"0,786","0,118","3,447"
TV PULS,2025-07-19,19:15:00,"0,831","0,125","3,629"
TV PULS,2025-07-19,19:30:00,"0,942","0,141","4,148"
TV PULS,2025-07-19,19:45:00,"0,983","0,147","4,372"
TV PULS,2025-07-19,20:00:00,"1,205","0,181","5,123"
TV PULS,2025-07-19,20:15:00,"1,221","0,183","5,042"
TV PULS,2025-07-19,20:30:00,"1,438","0,216","5,936"
TV PULS,2025-07-19,20:45:00,"1,527","0,229","6,132"
TV PULS,2025-07-19,21:00:00,"1,356","0,203","5,342"
TV PULS,2025-07-19,21:15:00,"1,369","0,205","5,193"
TV PULS,2025-07-19,21:30:00,"1,603","0,240","5,792"
TV PULS,2025-07-19,21:45:00,"1,749","0,262","6,350"
TV PULS,2025-07-19,22:00:00,"1,749","0,262","6,580"
TV PULS,2025-07-19,22:15:00,"1,759","0,264","6,910"
TV PULS,2025-07-19,22:30:00,"1,536","0,230","6,245"
TV PULS,2025-07-19,22:45:00,"1,954","0,293","8,566"
TV PULS,2025-07-19,23:00:00,"2,014","0,302","9,279"
TV PULS,2025-07-19,23:15:00,"1,534","0,230","7,427"
TV PULS,2025-07-19,23:30:00,"1,386","0,208","7,393"
TV PULS,2025-07-19,23:45:00,"1,520","0,228","8,933"
TV PULS,2025-07-19,24:00:00,"1,572","0,236","10,622"
TV PULS,2025-07-19,24:15:00,"1,467","0,220","10,686"
TV PULS,2025-07-19,24:30:00,"0,611","0,092","4,935"
TV PULS,2025-07-19,24:45:00,"0,677","0,101","6,336"
TV PULS,2025-07-19,25:00:00,"0,617","0,092","6,358"
TV PULS,2025-07-19,25:15:00,"0,423","0,064","5,161"
TV PULS,2025-07-19,25:30:00,"0,394","0,059","5,444"
TV PULS,2025-07-19,25:45:00,"0,302","0,045","4,834"
TV PULS,2025-07-20,02:00:00,"0,168","0,025","3,002"
TV PULS,2025-07-20,02:15:00,"0,165","0,025","3,236"
TV PULS,2025-07-20,02:30:00,"0,119","0,018","2,629"
TV PULS,2025-07-20,02:45:00,"0,093","0,014","2,214"
TV PULS,2025-07-20,03:00:00,"0,124","0,019","3,215"
TV PULS,2025-07-20,03:15:00,"0,099","0,015","2,988"
TV PULS,2025-07-20,03:30:00,"0,092","0,014","2,980"
TV PULS,2025-07-20,03:45:00,"0,067","0,010","2,325"
TV PULS,2025-07-20,04:00:00,"0,139","0,021","5,585"
TV PULS,2025-07-20,04:15:00,"0,118","0,018","4,799"
TV PULS,2025-07-20,04:30:00,"0,117","0,018","4,839"
TV PULS,2025-07-20,04:45:00,"0,061","0,009","2,706"
TV PULS,2025-07-20,05:00:00,"0,035","0,005","1,745"
TV PULS,2025-07-20,05:15:00,"0,039","0,006","1,964"
TV PULS,2025-07-20,05:30:00,"0,004","0,001","0,190"
TV PULS,2025-07-20,05:45:00,"0,005","0,001","0,201"
TV PULS,2025-07-20,06:00:00,"0,031","0,005","1,118"
TV PULS,2025-07-20,06:15:00,"0,074","0,011","2,311"
TV PULS,2025-07-20,06:30:00,"0,075","0,011","2,199"
TV PULS,2025-07-20,06:45:00,"0,133","0,020","3,737"
TV PULS,2025-07-20,07:00:00,"0,280","0,042","6,528"
TV PULS,2025-07-20,07:15:00,"0,231","0,035","4,508"
TV PULS,2025-07-20,07:30:00,"0,216","0,032","3,434"
TV PULS,2025-07-20,07:45:00,"0,169","0,025","2,388"
TV PULS,2025-07-20,08:00:00,"0,168","0,025","2,173"
TV PULS,2025-07-20,08:15:00,"0,234","0,035","2,527"
TV PULS,2025-07-20,08:30:00,"0,221","0,033","2,062"
TV PULS,2025-07-20,08:45:00,"0,182","0,027","1,498"
TV PULS,2025-07-20,09:00:00,"0,411","0,062","2,953"
TV PULS,2025-07-20,09:15:00,"0,342","0,051","2,288"
TV PULS,2025-07-20,09:30:00,"0,422","0,063","2,710"
TV PULS,2025-07-20,09:45:00,"0,581","0,087","3,520"
TV PULS,2025-07-20,10:00:00,"0,685","0,103","3,886"
TV PULS,2025-07-20,10:15:00,"0,671","0,101","3,693"
TV PULS,2025-07-20,10:30:00,"0,894","0,134","4,739"
TV PULS,2025-07-20,10:45:00,"1,026","0,154","5,367"
TV PULS,2025-07-20,11:00:00,"1,008","0,151","5,285"
TV PULS,2025-07-20,11:15:00,"0,929","0,139","5,043"
TV PULS,2025-07-20,11:30:00,"0,728","0,109","3,954"
TV PULS,2025-07-20,11:45:00,"0,860","0,129","4,774"
TV PULS,2025-07-20,12:00:00,"0,702","0,105","3,845"
TV PULS,2025-07-20,12:15:00,"0,857","0,129","4,562"
TV PULS,2025-07-20,12:30:00,"0,843","0,126","4,515"
TV PULS,2025-07-20,12:45:00,"0,867","0,130","4,671"
TV PULS,2025-07-20,13:00:00,"0,820","0,123","4,490"
TV PULS,2025-07-20,13:15:00,"0,923","0,138","4,917"
TV PULS,2025-07-20,13:30:00,"0,829","0,124","4,390"
TV PULS,2025-07-20,13:45:00,"0,785","0,118","4,083"
TV PULS,2025-07-20,14:00:00,"0,685","0,103","3,449"
TV PULS,2025-07-20,14:15:00,"0,492","0,074","2,445"
TV PULS,2025-07-20,14:30:00,"0,516","0,077","2,514"
TV PULS,2025-07-20,14:45:00,"0,652","0,098","3,200"
TV PULS,2025-07-20,15:00:00,"0,621","0,093","3,139"
TV PULS,2025-07-20,15:15:00,"0,434","0,065","2,223"
TV PULS,2025-07-20,15:30:00,"0,458","0,069","2,297"
TV PULS,2025-07-20,15:45:00,"0,417","0,063","2,089"
TV PULS,2025-07-20,16:00:00,"0,456","0,068","2,267"
TV PULS,2025-07-20,16:15:00,"0,316","0,047","1,592"
TV PULS,2025-07-20,16:30:00,"0,341","0,051","1,666"
TV PULS,2025-07-20,16:45:00,"0,420","0,063","2,038"
TV PULS,2025-07-20,17:00:00,"0,465","0,070","2,197"
TV PULS,2025-07-20,17:15:00,"0,490","0,074","2,288"
TV PULS,2025-07-20,17:30:00,"0,725","0,109","3,475"
TV PULS,2025-07-20,17:45:00,"0,842","0,126","3,973"
TV PULS,2025-07-20,18:00:00,"0,578","0,087","2,678"
TV PULS,2025-07-20,18:15:00,"0,465","0,070","2,143"
TV PULS,2025-07-20,18:30:00,"0,573","0,086","2,557"
TV PULS,2025-07-20,18:45:00,"0,527","0,079","2,262"
TV PULS,2025-07-20,19:00:00,"0,362","0,054","1,454"
TV PULS,2025-07-20,19:15:00,"0,452","0,068","1,807"
TV PULS,2025-07-20,19:30:00,"0,619","0,093","2,465"
TV PULS,2025-07-20,19:45:00,"0,789","0,118","3,068"
TV PULS,2025-07-20,20:00:00,"1,271","0,191","4,859"
TV PULS,2025-07-20,20:15:00,"0,927","0,139","3,443"
TV PULS,2025-07-20,20:30:00,"1,048","0,157","3,798"
TV PULS,2025-07-20,20:45:00,"1,464","0,220","5,096"
TV PULS,2025-07-20,21:00:00,"1,264","0,190","4,269"
TV PULS,2025-07-20,21:15:00,"1,187","0,178","3,949"
TV PULS,2025-07-20,21:30:00,"1,423","0,213","4,705"
TV PULS,2025-07-20,21:45:00,"1,684","0,253","5,688"
TV PULS,2025-07-20,22:00:00,"1,969","0,295","6,781"
TV PULS,2025-07-20,22:15:00,"1,514","0,227","5,445"
TV PULS,2025-07-20,22:30:00,"1,252","0,188","4,729"
TV PULS,2025-07-20,22:45:00,"1,024","0,154","4,301"
TV PULS,2025-07-20,23:00:00,"1,276","0,191","6,270"
TV PULS,2025-07-20,23:15:00,"1,285","0,193","7,044"
TV PULS,2025-07-20,23:30:00,"1,087","0,163","6,713"
TV PULS,2025-07-20,23:45:00,"1,201","0,180","8,308"
TV PULS,2025-07-20,24:00:00,"1,133","0,170","8,933"
TV PULS,2025-07-20,24:15:00,"0,952","0,143","8,913"
TV PULS,2025-07-20,24:30:00,"0,517","0,078","5,729"
TV PULS,2025-07-20,24:45:00,"0,442","0,066","5,545"
TV PULS,2025-07-20,25:00:00,"0,375","0,056","5,471"
TV PULS,2025-07-20,25:15:00,"0,422","0,063","7,234"
TV PULS,2025-07-20,25:30:00,"0,381","0,057","7,026"
TV PULS,2025-07-20,25:45:00,"0,347","0,052","7,097"
TV PULS,2025-07-21,02:00:00,"0,325","0,049","7,139"
TV PULS,2025-07-21,02:15:00,"0,336","0,050","7,788"
TV PULS,2025-07-21,02:30:00,"0,300","0,045","7,830"
TV PULS,2025-07-21,02:45:00,"0,300","0,045","8,556"
TV PULS,2025-07-21,03:00:00,"0,243","0,036","7,929"
TV PULS,2025-07-21,03:15:00,"0,086","0,013","3,265"
TV PULS,2025-07-21,03:30:00,"0,051","0,008","2,455"
TV PULS,2025-07-21,03:45:00,"0,049","0,007","2,429"
TV PULS,2025-07-21,04:00:00,"0,049","0,007","2,322"
TV PULS,2025-07-21,04:15:00,"0,049","0,007","2,720"
TV PULS,2025-07-21,04:30:00,"0,023","0,003","1,417"
TV PULS,2025-07-21,04:45:00,"0,003","0,000","0,155"
TV PULS,2025-07-21,05:00:00,"0,020","0,003","1,100"
TV PULS,2025-07-21,05:15:00,"0,051","0,008","2,700"
TV PULS,2025-07-21,05:30:00,"0,074","0,011","3,391"
TV PULS,2025-07-21,05:45:00,"0,084","0,013","3,257"
TV PULS,2025-07-21,06:00:00,"0,065","0,010","2,125"
TV PULS,2025-07-21,06:15:00,"0,083","0,012","2,335"
TV PULS,2025-07-21,06:30:00,"0,133","0,020","3,238"
TV PULS,2025-07-21,06:45:00,"0,193","0,029","4,255"
TV PULS,2025-07-21,07:00:00,"0,242","0,036","4,835"
TV PULS,2025-07-21,07:15:00,"0,228","0,034","3,904"
TV PULS,2025-07-21,07:30:00,"0,212","0,032","3,330"
TV PULS,2025-07-21,07:45:00,"0,163","0,024","2,393"
TV PULS,2025-07-21,08:00:00,"0,105","0,016","1,407"
TV PULS,2025-07-21,08:15:00,"0,101","0,015","1,293"
TV PULS,2025-07-21,08:30:00,"0,130","0,019","1,707"
TV PULS,2025-07-21,08:45:00,"0,136","0,020","1,738"
TV PULS,2025-07-21,09:00:00,"0,172","0,026","2,001"
TV PULS,2025-07-21,09:15:00,"0,123","0,018","1,427"
TV PULS,2025-07-21,09:30:00,"0,106","0,016","1,128"
TV PULS,2025-07-21,09:45:00,"0,101","0,015","1,038"
TV PULS,2025-07-21,10:00:00,"0,071","0,011","0,726"
TV PULS,2025-07-21,10:15:00,"0,101","0,015","1,042"
TV PULS,2025-07-21,10:30:00,"0,150","0,022","1,537"
TV PULS,2025-07-21,10:45:00,"0,187","0,028","1,895"
TV PULS,2025-07-21,11:00:00,"0,200","0,030","1,963"
TV PULS,2025-07-21,11:15:00,"0,233","0,035","2,211"
TV PULS,2025-07-21,11:30:00,"0,239","0,036","2,329"
TV PULS,2025-07-21,11:45:00,"0,232","0,035","2,229"
TV PULS,2025-07-21,12:00:00,"0,175","0,026","1,711"
TV PULS,2025-07-21,12:15:00,"0,185","0,028","1,798"
TV PULS,2025-07-21,12:30:00,"0,236","0,035","2,184"
TV PULS,2025-07-21,12:45:00,"0,265","0,040","2,430"
TV PULS,2025-07-21,13:00:00,"0,179","0,027","1,651"
TV PULS,2025-07-21,13:15:00,"0,183","0,027","1,736"
TV PULS,2025-07-21,13:30:00,"0,217","0,033","2,116"
TV PULS,2025-07-21,13:45:00,"0,197","0,030","1,800"
TV PULS,2025-07-21,14:00:00,"0,101","0,015","0,912"
TV PULS,2025-07-21,14:15:00,"0,075","0,011","0,683"
TV PULS,2025-07-21,14:30:00,"0,134","0,020","1,124"
TV PULS,2025-07-21,14:45:00,"0,178","0,027","1,445"
TV PULS,2025-07-21,15:00:00,"0,203","0,030","1,612"
TV PULS,2025-07-21,15:15:00,"0,265","0,040","2,141"
TV PULS,2025-07-21,15:30:00,"0,277","0,042","2,096"
TV PULS,2025-07-21,15:45:00,"0,293","0,044","2,090"
TV PULS,2025-07-21,16:00:00,"0,302","0,045","2,018"
TV PULS,2025-07-21,16:15:00,"0,395","0,059","2,524"
TV PULS,2025-07-21,16:30:00,"0,339","0,051","2,115"
TV PULS,2025-07-21,16:45:00,"0,444","0,067","2,668"
TV PULS,2025-07-21,17:00:00,"0,428","0,064","2,548"
TV PULS,2025-07-21,17:15:00,"0,509","0,076","3,006"
TV PULS,2025-07-21,17:30:00,"0,450","0,068","2,653"
TV PULS,2025-07-21,17:45:00,"0,596","0,089","3,385"
TV PULS,2025-07-21,18:00:00,"0,405","0,061","2,202"
TV PULS,2025-07-21,18:15:00,"0,590","0,089","3,214"
TV PULS,2025-07-21,18:30:00,"0,631","0,095","3,361"
TV PULS,2025-07-21,18:45:00,"0,737","0,111","3,675"
TV PULS,2025-07-21,19:00:00,"0,565","0,085","2,458"
TV PULS,2025-07-21,19:15:00,"0,437","0,066","1,889"
TV PULS,2025-07-21,19:30:00,"0,487","0,073","2,159"
TV PULS,2025-07-21,19:45:00,"0,525","0,079","2,272"
TV PULS,2025-07-21,20:00:00,"0,767","0,115","3,237"
TV PULS,2025-07-21,20:15:00,"0,835","0,125","3,339"
TV PULS,2025-07-21,20:30:00,"0,723","0,108","2,822"
TV PULS,2025-07-21,20:45:00,"0,702","0,105","2,662"
TV PULS,2025-07-21,21:00:00,"0,668","0,100","2,519"
TV PULS,2025-07-21,21:15:00,"0,618","0,093","2,285"
TV PULS,2025-07-21,21:30:00,"0,608","0,091","2,312"
TV PULS,2025-07-21,21:45:00,"0,724","0,109","2,785"
TV PULS,2025-07-21,22:00:00,"0,798","0,120","3,122"
TV PULS,2025-07-21,22:15:00,"0,651","0,098","2,690"
TV PULS,2025-07-21,22:30:00,"0,773","0,116","3,355"
TV PULS,2025-07-21,22:45:00,"0,824","0,124","3,895"
TV PULS,2025-07-21,23:00:00,"0,680","0,102","3,378"
TV PULS,2025-07-21,23:15:00,"0,626","0,094","3,497"
TV PULS,2025-07-21,23:30:00,"0,574","0,086","3,618"
TV PULS,2025-07-21,23:45:00,"0,587","0,088","4,232"
TV PULS,2025-07-21,24:00:00,"0,366","0,055","3,129"
TV PULS,2025-07-21,24:15:00,"0,306","0,046","3,079"
TV PULS,2025-07-21,24:30:00,"0,398","0,060","4,735"
TV PULS,2025-07-21,24:45:00,"0,474","0,071","6,133"
TV PULS,2025-07-21,25:00:00,"0,288","0,043","4,358"
TV PULS,2025-07-21,25:15:00,"0,243","0,037","4,064"
TV PULS,2025-07-21,25:30:00,"0,299","0,045","5,363"
TV PULS,2025-07-21,25:45:00,"0,244","0,037","5,220"
TV PULS,2025-07-22,02:00:00,"0,137","0,021","3,400"
TV PULS,2025-07-22,02:15:00,"0,097","0,015","2,638"
TV PULS,2025-07-22,02:30:00,"0,082","0,012","2,516"
TV PULS,2025-07-22,02:45:00,"0,060","0,009","1,914"
TV PULS,2025-07-22,03:00:00,"0,061","0,009","2,154"
TV PULS,2025-07-22,03:15:00,"0,037","0,006","1,286"
TV PULS,2025-07-22,03:30:00,"0,037","0,006","1,412"
TV PULS,2025-07-22,03:45:00,"0,024","0,004","0,959"
TV PULS,2025-07-22,04:00:00,"0,015","0,002","0,699"
TV PULS,2025-07-22,04:15:00,"0,035","0,005","1,714"
TV PULS,2025-07-22,04:30:00,"0,035","0,005","1,752"
TV PULS,2025-07-22,04:45:00,"0,018","0,003","0,938"
TV PULS,2025-07-22,05:00:00,"0,033","0,005","1,722"
TV PULS,2025-07-22,05:15:00,"0,031","0,005","1,562"
TV PULS,2025-07-22,05:30:00,"0,046","0,007","2,124"
TV PULS,2025-07-22,05:45:00,"0,080","0,012","3,260"
TV PULS,2025-07-22,06:00:00,"0,054","0,008","1,802"
TV PULS,2025-07-22,06:15:00,"0,102","0,015","2,965"
TV PULS,2025-07-22,06:30:00,"0,088","0,013","2,394"
TV PULS,2025-07-22,06:45:00,"0,094","0,014","2,412"
TV PULS,2025-07-22,07:00:00,"0,163","0,025","3,572"
TV PULS,2025-07-22,07:15:00,"0,170","0,026","3,397"
TV PULS,2025-07-22,07:30:00,"0,117","0,017","2,080"
TV PULS,2025-07-22,07:45:00,"0,131","0,020","2,229"
TV PULS,2025-07-22,08:00:00,"0,156","0,023","2,386"
TV PULS,2025-07-22,08:15:00,"0,203","0,030","2,961"
TV PULS,2025-07-22,08:30:00,"0,171","0,026","2,179"
TV PULS,2025-07-22,08:45:00,"0,140","0,021","1,745"
TV PULS,2025-07-22,09:00:00,"0,263","0,039","3,003"
TV PULS,2025-07-22,09:15:00,"0,318","0,048","3,241"
TV PULS,2025-07-22,09:30:00,"0,346","0,052","3,321"
TV PULS,2025-07-22,09:45:00,"0,285","0,043","2,724"
TV PULS,2025-07-22,10:00:00,"0,192","0,029","1,824"
TV PULS,2025-07-22,10:15:00,"0,246","0,037","2,323"
TV PULS,2025-07-22,10:30:00,"0,288","0,043","2,760"
TV PULS,2025-07-22,10:45:00,"0,292","0,044","2,766"
TV PULS,2025-07-22,11:00:00,"0,282","0,042","2,605"
TV PULS,2025-07-22,11:15:00,"0,299","0,045","2,756"
TV PULS,2025-07-22,11:30:00,"0,279","0,042","2,720"
TV PULS,2025-07-22,11:45:00,"0,299","0,045","2,818"
TV PULS,2025-07-22,12:00:00,"0,361","0,054","3,422"
TV PULS,2025-07-22,12:15:00,"0,376","0,056","3,585"
TV PULS,2025-07-22,12:30:00,"0,482","0,072","4,447"
TV PULS,2025-07-22,12:45:00,"0,613","0,092","5,454"
TV PULS,2025-07-22,13:00:00,"0,573","0,086","5,019"
TV PULS,2025-07-22,13:15:00,"0,610","0,092","5,288"
TV PULS,2025-07-22,13:30:00,"0,610","0,092","5,173"
TV PULS,2025-07-22,13:45:00,"0,410","0,062","3,452"
TV PULS,2025-07-22,14:00:00,"0,547","0,082","4,422"
TV PULS,2025-07-22,14:15:00,"0,592","0,089","4,610"
TV PULS,2025-07-22,14:30:00,"0,631","0,095","4,837"
TV PULS,2025-07-22,14:45:00,"0,585","0,088","4,637"
TV PULS,2025-07-22,15:00:00,"0,626","0,094","4,687"
TV PULS,2025-07-22,15:15:00,"0,546","0,082","3,844"
TV PULS,2025-07-22,15:30:00,"0,509","0,076","3,719"
TV PULS,2025-07-22,15:45:00,"0,534","0,080","3,490"
TV PULS,2025-07-22,16:00:00,"0,444","0,067","2,700"
TV PULS,2025-07-22,16:15:00,"0,601","0,090","3,464"
TV PULS,2025-07-22,16:30:00,"0,542","0,081","2,949"
TV PULS,2025-07-22,16:45:00,"0,539","0,081","2,973"
TV PULS,2025-07-22,17:00:00,"0,531","0,080","2,818"
TV PULS,2025-07-22,17:15:00,"0,695","0,104","3,614"
TV PULS,2025-07-22,17:30:00,"0,802","0,120","4,090"
TV PULS,2025-07-22,17:45:00,"0,654","0,098","3,242"
TV PULS,2025-07-22,18:00:00,"0,556","0,083","2,754"
TV PULS,2025-07-22,18:15:00,"0,652","0,098","3,219"
TV PULS,2025-07-22,18:30:00,"0,771","0,116","3,773"
TV PULS,2025-07-22,18:45:00,"0,734","0,110","3,477"
TV PULS,2025-07-22,19:00:00,"0,612","0,092","2,633"
TV PULS,2025-07-22,19:15:00,"0,636","0,095","2,689"
TV PULS,2025-07-22,19:30:00,"0,650","0,098","2,788"
TV PULS,2025-07-22,19:45:00,"0,836","0,125","3,513"
TV PULS,2025-07-22,20:00:00,"1,094","0,164","4,610"
TV PULS,2025-07-22,20:15:00,"1,224","0,184","4,973"
TV PULS,2025-07-22,20:30:00,"1,294","0,194","5,083"
TV PULS,2025-07-22,20:45:00,"1,288","0,193","4,976"
TV PULS,2025-07-22,21:00:00,"1,078","0,162","4,031"
TV PULS,2025-07-22,21:15:00,"1,310","0,197","4,874"
TV PULS,2025-07-22,21:30:00,"1,158","0,174","4,326"
TV PULS,2025-07-22,21:45:00,"0,852","0,128","3,103"
TV PULS,2025-07-22,22:00:00,"1,371","0,206","4,982"
TV PULS,2025-07-22,22:15:00,"1,146","0,172","4,404"
TV PULS,2025-07-22,22:30:00,"1,290","0,194","5,473"
TV PULS,2025-07-22,22:45:00,"1,308","0,196","5,959"
TV PULS,2025-07-22,23:00:00,"1,072","0,161","5,364"
TV PULS,2025-07-22,23:15:00,"1,066","0,160","5,878"
TV PULS,2025-07-22,23:30:00,"1,013","0,152","6,253"
TV PULS,2025-07-22,23:45:00,"0,993","0,149","6,819"
